responseTime,correctCount,incorrectCount,rememberRate,daysSinceLastLearn,isCorrect
7.44,1,2,0.4,5,0
4.93,9,2,0.7692,43,0
3.83,9,5,0.625,12,0
4.73,9,0,0.9091,52,0
3.41,7,2,0.7273,6,0
5.18,1,7,0.2,25,0
4.94,9,3,0.7143,42,0
2.3,12,0,0.9286,7,1
9.35,1,2,0.4,30,0
8.26,3,2,0.5714,25,0
3.1,8,2,0.75,4,0
4.86,12,3,0.7647,39,0
4.05,2,5,0.3333,13,0
2.51,6,2,0.7,7,1
1.6,13,0,0.9333,4,1
7.06,1,7,0.2,22,0
4.14,2,4,0.375,3,1
4.0,14,3,0.7895,53,0
9.83,0,4,0.1667,22,0
5.64,2,3,0.4286,30,0
5.48,3,4,0.4444,8,0
5.28,0,2,0.25,3,0
4.74,14,1,0.8824,40,0
8.58,0,6,0.125,12,0
2.12,8,1,0.8182,7,1
1.98,10,2,0.7857,44,0
5.3,8,4,0.6429,17,0
2.01,12,3,0.7647,34,0
8.49,0,6,0.125,18,0
5.25,3,4,0.4444,5,0
4.48,5,4,0.5455,11,0
5.81,8,3,0.6923,18,0
1.33,9,2,0.7692,5,1
1.92,9,3,0.7143,47,0
1.16,8,0,0.9,0,1
6.58,4,4,0.5,13,0
2.2,11,0,0.9231,1,1
1.9,11,1,0.8571,4,1
6.21,8,1,0.8182,9,0
9.16,3,6,0.3636,20,0
6.59,3,2,0.5714,10,0
2.5,12,0,0.9286,5,1
4.29,13,2,0.8235,38,0
8.77,1,4,0.2857,27,0
4.75,6,2,0.7,40,0
5.52,4,2,0.625,13,0
4.75,14,0,0.9375,49,1
2.83,9,2,0.7692,14,0
6.87,2,3,0.4286,13,0
2.25,11,1,0.8571,51,0
3.01,3,3,0.5,11,0
3.17,14,2,0.8333,16,1
1.86,8,3,0.6923,28,1
7.63,0,5,0.1429,21,0
5.65,1,1,0.5,20,0
1.51,14,0,0.9375,1,1
4.78,2,2,0.5,13,0
8.79,2,3,0.4286,7,0
6.29,3,4,0.4444,4,1
2.31,7,1,0.8,50,1
3.89,12,1,0.8667,18,1
1.78,6,0,0.875,4,1
2.79,12,2,0.8125,4,1
4.49,13,3,0.7778,33,0
6.82,4,3,0.5556,9,0
8.06,3,7,0.3333,27,0
4.98,9,5,0.625,13,0
5.11,6,2,0.7,12,0
5.44,0,2,0.25,23,0
9.21,2,5,0.3333,8,0
2.53,10,3,0.7333,19,1
9.99,1,4,0.2857,22,0
4.85,14,1,0.8824,18,1
6.0,9,3,0.7143,6,1
4.63,7,3,0.6667,11,1
3.19,3,5,0.4,16,0
4.0,9,2,0.7692,60,0
4.17,7,0,0.8889,41,0
9.92,3,2,0.5714,29,0
8.99,2,3,0.4286,14,0
3.88,10,2,0.7857,3,0
8.95,3,4,0.4444,5,0
2.2,10,2,0.7857,2,1
6.4,2,2,0.5,29,0
6.31,6,3,0.6364,2,1
5.78,9,3,0.7143,17,0
5.67,5,4,0.5455,6,0
3.18,14,0,0.9375,3,1
2.71,13,1,0.875,58,0
1.33,11,1,0.8571,2,1
6.0,2,3,0.4286,28,0
1.95,7,0,0.8889,30,0
2.49,15,0,0.9412,4,1
4.08,7,4,0.6154,17,0
5.74,9,4,0.6667,8,1
3.05,8,2,0.75,6,1
2.96,11,2,0.8,35,0
4.82,12,3,0.7647,51,0
2.56,9,3,0.7143,8,1
9.49,2,1,0.6,21,0
1.62,11,2,0.8,44,1
1.5,9,1,0.8333,5,0
1.53,5,1,0.75,0,1
4.07,12,1,0.8667,26,0
5.43,2,2,0.5,10,0
9.02,3,6,0.3636,23,0
5.7,3,1,0.6667,23,0
3.65,8,2,0.75,4,1
3.88,13,0,0.9333,6,1
4.19,2,4,0.375,4,0
7.33,1,1,0.5,19,0
7.33,3,4,0.4444,17,0
3.97,5,2,0.6667,13,0
4.81,8,2,0.75,57,1
3.88,14,1,0.8824,4,1
4.79,6,2,0.7,9,1
1.7,11,1,0.8571,23,0
3.09,14,0,0.9375,32,1
5.6,3,2,0.5714,17,0
6.55,2,2,0.5,7,0
8.07,0,6,0.125,9,0
4.13,8,4,0.6429,5,1
4.65,12,3,0.7647,60,0
3.57,6,2,0.7,32,0
9.4,1,4,0.2857,8,0
2.89,13,1,0.875,0,1
2.56,11,0,0.9231,6,1
2.86,12,3,0.7647,51,0
4.07,7,2,0.7273,36,0
4.59,12,1,0.8667,15,1
5.75,9,5,0.625,18,1
3.57,5,4,0.5455,12,0
2.26,14,2,0.8333,3,1
6.41,1,4,0.2857,15,0
5.71,2,1,0.6,15,0
3.46,6,2,0.7,26,1
3.67,3,5,0.4,15,0
3.31,14,0,0.9375,23,0
9.75,0,2,0.25,15,0
3.52,15,0,0.9412,30,0
6.66,6,4,0.5833,16,0
2.94,13,3,0.7778,32,0
4.44,6,5,0.5385,13,1
4.29,4,5,0.4545,2,1
3.27,14,2,0.8333,23,1
1.64,7,1,0.8,55,0
6.44,0,5,0.1429,30,0
8.26,0,1,0.3333,8,0
9.38,3,4,0.4444,9,0
1.58,9,1,0.8333,51,0
9.18,0,5,0.1429,4,0
2.05,12,2,0.8125,19,0
7.21,6,3,0.6364,17,1
4.91,12,1,0.8667,55,0
4.81,3,3,0.5,8,0
6.07,5,5,0.5,13,0
7.08,8,4,0.6429,2,1
4.54,11,1,0.8571,28,1
1.59,11,1,0.8571,6,1
3.55,14,2,0.8333,22,1
2.23,8,0,0.9,34,0
4.24,2,3,0.4286,18,0
3.77,9,2,0.7692,35,1
2.72,4,4,0.5,9,1
5.54,2,2,0.5,13,0
9.42,1,1,0.5,4,0
3.59,6,2,0.7,52,0
6.47,9,3,0.7143,9,1
7.16,6,4,0.5833,14,0
1.93,10,1,0.8462,4,1
1.88,8,0,0.9,6,1
5.91,9,1,0.8333,7,1
3.19,5,2,0.6667,2,1
8.33,1,2,0.4,5,0
5.6,2,3,0.4286,30,0
1.11,6,1,0.7778,5,1
3.21,9,4,0.6667,5,1
7.82,1,7,0.2,20,0
5.23,2,5,0.3333,14,0
3.11,6,0,0.875,41,0
4.84,9,3,0.7143,14,0
9.27,3,6,0.3636,27,0
4.14,2,1,0.6,10,0
4.68,7,4,0.6154,7,1
1.25,13,2,0.8235,4,1
3.17,7,1,0.8,6,0
9.79,2,1,0.6,3,0
3.66,6,5,0.5385,8,0
6.94,9,5,0.625,7,0
2.37,10,0,0.9167,53,0
2.99,6,2,0.7,7,1
6.88,0,4,0.1667,7,0
1.94,14,1,0.8824,3,1
2.61,9,2,0.7692,0,1
3.89,14,2,0.8333,60,1
2.36,11,0,0.9231,5,1
3.32,9,5,0.625,6,1
8.47,0,5,0.1429,17,0
4.34,12,2,0.8125,15,1
8.18,3,2,0.5714,17,0
1.66,14,3,0.7895,40,1
4.93,3,5,0.4,4,0
2.84,5,2,0.6667,6,1
4.7,10,1,0.8462,26,0
5.07,7,2,0.7273,5,0
8.11,2,3,0.4286,15,0
3.64,8,4,0.6429,14,0
6.52,7,1,0.8,2,1
7.74,0,3,0.2,10,0
2.4,15,0,0.9412,3,1
3.12,12,2,0.8125,5,1
6.24,3,5,0.4,21,0
6.5,6,2,0.7,18,1
6.17,6,5,0.5385,9,0
5.8,1,3,0.3333,16,0
2.68,8,2,0.75,6,1
8.84,0,3,0.2,9,0
3.75,10,1,0.8462,0,1
2.65,13,2,0.8235,31,0
4.5,8,3,0.6923,22,1
6.28,0,7,0.1111,17,0
3.32,8,2,0.75,22,0
6.52,0,4,0.1667,29,0
5.09,3,2,0.5714,17,0
2.33,8,1,0.8182,26,0
4.8,8,3,0.6923,5,0
3.86,15,1,0.8889,31,1
6.83,0,6,0.125,8,0
3.8,8,1,0.8182,4,0
2.35,11,1,0.8571,55,0
3.53,8,1,0.8182,18,0
1.87,12,1,0.8667,7,0
3.38,3,3,0.5,2,1
1.74,7,0,0.8889,1,1
6.83,1,1,0.5,17,0
3.66,10,0,0.9167,21,1
7.12,8,5,0.6,10,1
2.96,10,2,0.7857,7,1
2.58,8,1,0.8182,7,1
2.11,14,2,0.8333,7,1
3.63,11,1,0.8571,0,1
2.7,12,0,0.9286,0,1
3.81,7,3,0.6667,8,1
7.13,7,1,0.8,3,1
4.96,8,0,0.9,52,0
5.09,2,6,0.3,4,0
2.49,12,3,0.7647,34,1
3.23,11,0,0.9231,5,1
2.07,9,2,0.7692,22,0
4.45,9,3,0.7143,14,0
3.97,13,2,0.8235,21,1
7.11,1,7,0.2,24,0
6.0,0,1,0.3333,29,0
2.41,6,2,0.7,28,1
2.68,10,3,0.7333,56,0
3.04,12,0,0.9286,6,1
2.81,6,0,0.875,5,1
3.59,14,1,0.8824,3,1
4.49,7,1,0.8,21,0
3.05,9,3,0.7143,40,1
6.48,2,7,0.2727,15,0
6.42,4,3,0.5556,17,0
6.19,5,3,0.6,16,1
3.65,12,2,0.8125,21,0
1.54,13,2,0.8235,4,0
3.97,5,2,0.6667,7,0
3.83,13,0,0.9333,4,1
5.89,2,2,0.5,2,1
3.98,13,0,0.9333,1,1
1.67,12,1,0.8667,22,1
7.0,0,1,0.3333,20,0
4.07,5,2,0.6667,3,1
4.94,5,4,0.5455,2,1
2.31,14,0,0.9375,5,1
4.73,13,0,0.9333,17,1
7.11,5,1,0.75,11,0
3.58,11,1,0.8571,0,1
5.45,1,6,0.2222,27,0
2.74,13,2,0.8235,0,1
5.97,2,4,0.375,17,0
9.99,3,3,0.5,14,0
4.85,11,3,0.75,59,0
4.44,13,3,0.7778,42,0
3.97,10,1,0.8462,5,1
6.84,3,3,0.5,10,1
7.2,8,5,0.6,7,0
5.83,7,3,0.6667,9,0
9.83,1,5,0.25,27,0
3.71,14,0,0.9375,47,0
2.72,8,0,0.9,5,0
1.81,13,2,0.8235,0,1
4.9,11,2,0.8,52,0
2.0,10,3,0.7333,23,0
4.51,10,1,0.8462,21,0
4.07,4,4,0.5,11,1
3.13,6,5,0.5385,4,1
4.18,2,1,0.6,10,0
4.74,4,5,0.4545,7,0
5.96,0,6,0.125,18,0
4.69,8,1,0.8182,56,0
6.11,0,3,0.2,23,0
6.87,2,3,0.4286,9,0
3.09,7,1,0.8,51,0
4.34,7,1,0.8,24,0
3.04,12,2,0.8125,56,0
6.75,2,5,0.3333,10,0
5.9,0,2,0.25,18,0
2.88,9,0,0.9091,7,1
5.44,6,4,0.5833,5,1
2.55,4,4,0.5,18,0
1.85,11,1,0.8571,2,1
9.22,0,2,0.25,24,0
6.2,2,4,0.375,9,0
1.7,7,1,0.8,51,0
7.56,0,1,0.3333,28,0
4.94,4,5,0.4545,16,0
3.55,13,1,0.875,3,1
1.77,10,2,0.7857,56,0
3.02,8,2,0.75,1,1
6.09,3,2,0.5714,8,0
9.14,0,2,0.25,14,0
1.52,14,2,0.8333,60,0
2.42,11,0,0.9231,34,0
3.55,10,1,0.8462,4,1
2.86,6,0,0.875,4,1
8.54,0,2,0.25,29,0
9.16,3,3,0.5,29,0
4.92,6,5,0.5385,2,0
1.71,12,0,0.9286,3,1
1.93,10,0,0.9167,22,1
3.68,11,0,0.9231,2,1
5.62,2,3,0.4286,16,0
1.72,5,2,0.6667,6,1
2.28,14,2,0.8333,2,0
3.96,3,4,0.4444,11,0
4.69,4,5,0.4545,12,1
2.58,14,0,0.9375,2,1
8.79,1,7,0.2,22,0
5.33,7,3,0.6667,5,1
1.34,7,1,0.8,7,1
3.7,8,5,0.6,7,0
4.18,3,2,0.5714,4,1
6.72,3,6,0.3636,16,0
5.25,9,3,0.7143,7,1
2.91,8,1,0.8182,52,0
2.83,5,1,0.75,6,1
2.46,13,3,0.7778,44,1
3.22,10,1,0.8462,6,1
1.96,7,2,0.7273,5,1
2.12,14,2,0.8333,2,1
3.54,9,0,0.9091,18,1
6.72,3,2,0.5714,10,1
1.52,7,0,0.8889,19,0
7.15,2,2,0.5,16,0
2.12,6,1,0.7778,3,1
2.95,2,4,0.375,16,0
4.86,10,0,0.9167,31,0
2.95,7,5,0.5714,18,0
5.54,6,5,0.5385,9,1
3.1,7,2,0.7273,6,1
3.93,12,2,0.8125,1,1
7.17,2,6,0.3,8,0
2.52,12,0,0.9286,35,1
3.06,7,3,0.6667,39,0
3.47,7,2,0.7273,13,0
7.44,0,7,0.1111,8,0
2.79,5,2,0.6667,4,1
6.44,2,4,0.375,2,1
7.3,2,7,0.2727,29,0
3.95,8,3,0.6923,2,0
5.44,1,6,0.2222,9,0
3.07,12,2,0.8125,31,1
2.28,6,2,0.7,60,0
3.74,6,1,0.7778,2,1
5.69,1,4,0.2857,29,0
2.98,15,0,0.9412,7,1
2.36,6,2,0.7,41,1
4.15,3,5,0.4,4,1
4.91,15,2,0.8421,52,0
4.82,6,3,0.6364,49,0
4.73,13,3,0.7778,46,0
6.34,9,1,0.8333,4,1
2.61,7,3,0.6667,37,0
3.23,8,0,0.9,37,0
2.02,11,1,0.8571,3,1
6.6,3,4,0.4444,7,0
9.53,0,4,0.1667,22,0
1.76,12,2,0.8125,2,1
2.89,15,0,0.9412,52,1
6.37,2,4,0.375,13,0
7.05,8,3,0.6923,3,1
2.24,13,0,0.9333,7,1
3.33,10,0,0.9167,1,1
2.64,12,1,0.8667,50,0
2.38,14,1,0.8824,20,1
9.15,1,1,0.5,29,0
2.72,8,1,0.8182,0,1
9.59,2,6,0.3,25,0
1.64,10,2,0.7857,49,0
5.46,3,3,0.5,4,1
3.51,5,5,0.5,17,0
2.77,5,4,0.5455,15,1
7.23,1,5,0.25,25,0
1.59,14,1,0.8824,0,0
5.06,2,4,0.375,9,1
6.74,5,2,0.6667,4,1
3.64,5,1,0.75,16,1
3.48,15,1,0.8889,26,0
4.6,7,2,0.7273,11,0
3.67,6,1,0.7778,15,1
7.28,2,4,0.375,24,0
7.57,2,5,0.3333,23,0
3.48,14,0,0.9375,3,1
3.31,15,1,0.8889,29,1
4.33,5,5,0.5,4,1
2.72,8,2,0.75,4,1
2.85,6,1,0.7778,36,0
6.68,9,4,0.6667,2,1
2.48,10,2,0.7857,41,0
4.91,13,3,0.7778,24,0
2.87,7,0,0.8889,4,1
3.66,3,1,0.6667,12,1
6.98,4,5,0.4545,3,1
1.64,8,2,0.75,4,1
3.99,14,2,0.8333,1,1
1.68,9,0,0.9091,52,0
4.3,2,1,0.6,4,0
1.02,15,0,0.9412,3,1
2.91,7,5,0.5714,7,1
3.96,3,3,0.5,2,0
2.91,13,1,0.875,7,0
6.45,4,4,0.5,9,0
3.22,5,5,0.5,10,0
2.48,14,3,0.7895,57,0
3.83,11,1,0.8571,42,0
1.59,8,1,0.8182,50,0
4.65,9,0,0.9091,37,0
5.12,3,1,0.6667,19,0
7.73,2,5,0.3333,13,0
3.52,14,2,0.8333,2,1
1.26,8,0,0.9,2,1
3.28,12,0,0.9286,7,1
1.41,10,1,0.8462,7,1
8.46,3,1,0.6667,25,0
3.79,8,5,0.6,2,1
6.17,1,1,0.5,8,0
2.57,15,1,0.8889,3,1
1.25,9,2,0.7692,6,1
5.52,4,1,0.7143,7,0
7.0,1,2,0.4,9,0
1.98,6,1,0.7778,53,0
4.37,12,3,0.7647,22,1
3.42,8,2,0.75,10,1
1.54,14,0,0.9375,5,1
1.63,14,1,0.8824,2,1
1.76,11,1,0.8571,17,0
5.12,6,2,0.7,16,1
3.83,5,4,0.5455,14,0
2.66,7,0,0.8889,15,0
2.21,12,1,0.8667,42,0
1.45,15,1,0.8889,0,1
1.35,14,1,0.8824,2,0
7.95,3,3,0.5,14,0
2.5,14,0,0.9375,4,1
4.11,14,1,0.8824,34,0
5.09,5,4,0.5455,16,1
2.97,8,1,0.8182,36,0
5.61,1,7,0.2,4,0
5.79,5,4,0.5455,2,1
3.14,6,4,0.5833,11,1
2.68,6,0,0.875,17,0
5.43,3,3,0.5,18,0
2.22,12,1,0.8667,26,1
6.89,3,4,0.4444,11,0
3.78,7,1,0.8,25,0
2.48,7,2,0.7273,15,0
3.47,14,3,0.7895,45,0
5.75,2,2,0.5,3,1
2.23,9,3,0.7143,56,0
3.84,6,5,0.5385,9,0
6.98,9,4,0.6667,11,0
1.2,6,0,0.875,3,0
2.08,10,2,0.7857,2,1
5.09,2,4,0.375,6,0
4.32,11,1,0.8571,53,0
3.5,13,3,0.7778,38,1
9.21,3,4,0.4444,29,0
4.16,15,0,0.9412,23,1
3.1,9,2,0.7692,16,1
2.77,14,0,0.9375,35,0
9.73,2,3,0.4286,28,0
3.3,9,0,0.9091,5,1
7.45,0,2,0.25,22,0
3.66,2,1,0.6,10,1
2.36,7,1,0.8,1,1
2.65,6,5,0.5385,4,0
2.74,3,1,0.6667,2,1
7.07,4,4,0.5,12,1
1.58,12,1,0.8667,4,0
1.53,11,0,0.9231,0,1
1.81,6,1,0.7778,6,1
5.76,4,3,0.5556,11,0
6.49,3,1,0.6667,8,1
6.63,0,2,0.25,4,0
2.38,13,2,0.8235,35,0
1.55,15,3,0.8,29,1
3.16,14,3,0.7895,47,0
8.77,3,1,0.6667,25,0
5.71,0,2,0.25,15,0
2.41,12,2,0.8125,1,1
5.46,0,2,0.25,7,0
3.83,13,3,0.7778,35,1
4.26,8,4,0.6429,15,0
1.83,9,0,0.9091,6,1
6.17,5,2,0.6667,4,0
5.62,1,1,0.5,18,0
1.64,15,0,0.9412,36,0
8.67,1,5,0.25,6,0
8.82,2,5,0.3333,9,0
4.07,6,1,0.7778,48,0
1.88,10,0,0.9167,16,0
1.27,12,1,0.8667,7,1
6.35,9,4,0.6667,14,0
3.65,5,2,0.6667,3,1
3.39,7,4,0.6154,9,1
1.73,7,3,0.6667,51,0
3.03,4,5,0.4545,12,0
3.54,8,1,0.8182,5,0
3.45,7,3,0.6667,32,0
3.95,4,3,0.5556,15,1
6.67,9,1,0.8333,13,1
5.63,3,5,0.4,9,0
6.59,8,2,0.75,10,0
1.56,13,1,0.875,22,1
3.29,8,5,0.6,3,1
2.5,15,2,0.8421,2,1
7.31,4,5,0.4545,13,0
5.46,6,2,0.7,15,1
6.56,3,5,0.4,26,0
1.84,5,2,0.6667,1,1
2.95,7,1,0.8,1,1
7.05,4,3,0.5556,13,0
4.52,2,4,0.375,2,0
5.03,2,3,0.4286,6,0
2.77,8,4,0.6429,3,1
6.85,3,1,0.6667,18,0
1.78,13,2,0.8235,0,1
3.05,9,3,0.7143,47,0
5.65,4,3,0.5556,6,1
5.29,4,2,0.625,12,0
7.93,3,6,0.3636,30,0
4.24,7,0,0.8889,39,0
1.92,11,2,0.8,7,1
2.79,9,0,0.9091,51,0
1.64,13,2,0.8235,6,1
9.14,3,1,0.6667,18,0
3.93,11,0,0.9231,5,1
3.52,13,2,0.8235,5,1
3.6,7,1,0.8,37,0
5.25,3,5,0.4,16,0
4.82,14,2,0.8333,54,0
4.52,14,1,0.8824,59,0
8.1,0,2,0.25,11,0
1.83,12,0,0.9286,59,1
2.12,7,2,0.7273,6,0
5.02,0,5,0.1429,13,0
3.58,6,1,0.7778,3,1
8.48,3,6,0.3636,16,0
8.48,0,7,0.1111,8,0
1.32,10,0,0.9167,5,1
3.34,6,5,0.5385,3,0
2.57,8,2,0.75,18,0
8.51,0,7,0.1111,30,0
2.66,12,2,0.8125,2,1
6.3,8,2,0.75,8,1
6.55,7,1,0.8,10,1
3.54,11,2,0.8,0,1
1.22,8,0,0.9,5,1
2.15,12,0,0.9286,3,1
3.73,8,2,0.75,44,0
5.2,9,1,0.8333,17,0
6.18,0,7,0.1111,13,0
7.35,1,5,0.25,14,0
2.66,12,1,0.8667,15,1
3.89,10,3,0.7333,27,0
5.71,0,6,0.125,12,0
8.84,2,6,0.3,7,0
7.14,1,1,0.5,20,0
1.72,9,2,0.7692,2,1
8.06,0,6,0.125,29,0
2.12,14,1,0.8824,52,0
2.39,13,3,0.7778,37,0
1.82,8,1,0.8182,48,0
9.72,1,2,0.4,23,0
9.82,0,4,0.1667,22,0
9.17,1,2,0.4,5,0
7.46,7,1,0.8,16,1
6.93,2,4,0.375,7,0
5.55,3,2,0.5714,12,0
2.88,12,2,0.8125,5,1
2.2,8,0,0.9,32,0
2.79,10,0,0.9167,55,0
4.69,10,0,0.9167,55,0
2.33,6,1,0.7778,1,1
6.69,0,5,0.1429,23,1
7.18,0,6,0.125,28,0
2.89,9,1,0.8333,16,0
2.12,11,2,0.8,31,0
1.29,8,0,0.9,5,1
6.79,5,4,0.5455,15,0
5.78,3,6,0.3636,30,0
7.71,1,4,0.2857,8,0
3.32,12,3,0.7647,39,0
5.49,0,3,0.2,27,0
4.24,11,1,0.8571,58,0
3.38,9,1,0.8333,7,1
6.87,7,3,0.6667,5,1
8.15,0,3,0.2,26,0
5.81,6,5,0.5385,13,0
3.14,5,2,0.6667,0,1
3.29,6,5,0.5385,5,1
3.69,8,2,0.75,5,1
6.38,3,3,0.5,7,0
1.51,13,0,0.9333,55,1
3.4,5,2,0.6667,5,1
3.2,7,0,0.8889,5,0
2.69,2,3,0.4286,7,0
3.22,8,2,0.75,18,1
2.99,7,0,0.8889,4,1
1.98,14,3,0.7895,23,1
8.53,3,3,0.5,20,0
2.45,8,1,0.8182,47,0
2.19,7,2,0.7273,26,0
2.32,11,2,0.8,3,1
1.97,11,0,0.9231,50,0
6.76,1,1,0.5,13,0
8.22,2,4,0.375,23,0
5.77,1,1,0.5,15,0
3.61,11,0,0.9231,5,1
3.15,10,3,0.7333,54,0
2.48,10,1,0.8462,4,0
3.49,10,1,0.8462,5,1
3.65,15,0,0.9412,2,0
2.2,12,0,0.9286,2,0
4.71,4,1,0.7143,14,0
1.93,6,3,0.6364,35,0
4.65,8,0,0.9,30,0
4.91,9,0,0.9091,43,0
3.62,8,1,0.8182,14,1
7.32,8,1,0.8182,4,0
2.71,15,0,0.9412,6,1
2.41,12,2,0.8125,4,1
3.83,5,2,0.6667,12,0
6.94,3,1,0.6667,8,1
5.12,6,5,0.5385,7,1
1.86,12,1,0.8667,0,1
1.15,15,2,0.8421,6,1
3.55,9,3,0.7143,6,0
3.35,9,1,0.8333,37,0
8.59,1,1,0.5,17,0
2.71,6,4,0.5833,12,0
2.92,2,5,0.3333,5,1
5.99,4,1,0.7143,6,0
1.7,6,3,0.6364,42,0
7.81,3,6,0.3636,7,1
6.34,3,3,0.5,7,0
6.01,7,2,0.7273,3,1
6.65,4,3,0.5556,6,0
3.39,6,2,0.7,6,1
1.65,12,2,0.8125,21,0
2.32,10,2,0.7857,5,1
1.35,6,0,0.875,7,0
5.93,9,2,0.7692,7,1
1.22,5,1,0.75,3,0
4.25,7,1,0.8,53,0
4.73,13,3,0.7778,16,0
3.36,11,2,0.8,20,1
2.43,7,2,0.7273,3,0
7.55,3,3,0.5,6,1
6.83,2,5,0.3333,17,0
8.27,3,6,0.3636,9,0
4.3,8,1,0.8182,56,0
1.24,11,0,0.9231,6,1
2.57,5,2,0.6667,0,1
2.33,8,2,0.75,31,0
3.13,9,3,0.7143,55,0
6.77,2,7,0.2727,15,0
1.38,6,1,0.7778,5,1
3.08,10,0,0.9167,15,0
5.39,5,5,0.5,8,0
3.86,2,3,0.4286,5,0
7.41,0,7,0.1111,23,0
2.64,12,2,0.8125,7,1
3.04,3,1,0.6667,4,1
4.71,15,3,0.8,50,0
2.68,11,1,0.8571,24,1
3.38,8,2,0.75,1,1
7.51,1,4,0.2857,29,0
4.1,3,4,0.4444,11,0
6.76,8,4,0.6429,15,0
2.18,9,1,0.8333,6,0
3.56,6,1,0.7778,7,0
2.34,7,2,0.7273,1,1
4.52,6,3,0.6364,9,0
3.52,12,1,0.8667,51,0
3.98,14,2,0.8333,6,1
5.98,8,2,0.75,15,1
1.72,10,0,0.9167,53,0
3.54,2,1,0.6,5,1
1.25,6,2,0.7,4,0
4.94,13,2,0.8235,36,0
3.63,7,0,0.8889,19,1
2.55,10,2,0.7857,3,1
2.01,10,1,0.8462,27,1
3.2,9,2,0.7692,7,1
7.9,3,1,0.6667,18,0
7.7,1,1,0.5,18,0
7.51,2,7,0.2727,4,0
3.05,7,0,0.8889,6,0
2.22,12,2,0.8125,2,1
4.24,7,0,0.8889,28,1
1.27,5,0,0.8571,4,0
2.97,13,2,0.8235,1,1
4.31,8,1,0.8182,3,1
1.46,7,2,0.7273,5,1
5.42,2,3,0.4286,7,0
2.96,15,1,0.8889,0,0
2.9,6,2,0.7,20,0
3.74,9,0,0.9091,42,0
2.86,8,0,0.9,7,1
3.96,6,1,0.7778,6,1
3.7,4,3,0.5556,5,0
7.44,4,4,0.5,18,0
6.04,4,4,0.5,18,0
2.49,7,1,0.8,39,0
2.91,9,1,0.8333,37,0
3.97,7,0,0.8889,5,1
3.86,14,1,0.8824,2,0
3.24,11,0,0.9231,3,1
5.02,4,4,0.5,18,0
9.09,2,2,0.5,25,0
1.93,10,1,0.8462,0,1
5.96,3,3,0.5,15,0
2.5,10,0,0.9167,46,0
9.4,0,6,0.125,20,0
2.06,6,2,0.7,1,1
6.76,9,1,0.8333,6,1
4.55,4,5,0.4545,3,0
6.54,0,1,0.3333,24,0
3.78,9,1,0.8333,41,0
1.68,7,1,0.8,4,1
6.64,1,2,0.4,22,0
2.53,9,1,0.8333,24,1
4.56,6,5,0.5385,7,0
6.44,0,4,0.1667,8,0
6.56,6,3,0.6364,11,0
2.95,5,2,0.6667,4,0
5.67,0,4,0.1667,15,0
2.64,11,1,0.8571,54,1
6.11,4,4,0.5,18,0
7.24,3,3,0.5,9,0
1.76,14,1,0.8824,54,1
7.45,2,3,0.4286,27,0
7.02,5,2,0.6667,15,0
1.52,15,1,0.8889,5,1
2.06,6,0,0.875,21,0
8.13,1,3,0.3333,30,0
5.58,7,5,0.5714,16,0
4.71,4,3,0.5556,17,0
4.09,3,4,0.4444,8,0
2.14,8,1,0.8182,25,1
6.01,2,4,0.375,24,0
3.4,15,0,0.9412,4,1
7.77,2,6,0.3,7,0
2.54,7,2,0.7273,57,0
2.09,13,3,0.7778,26,0
6.51,2,7,0.2727,29,0
3.56,6,1,0.7778,7,1
5.97,6,2,0.7,3,1
3.14,11,3,0.75,48,1
5.32,2,3,0.4286,16,0
2.76,11,2,0.8,4,1
2.16,10,3,0.7333,37,1
5.16,7,4,0.6154,7,1
3.94,14,1,0.8824,1,1
3.8,4,3,0.5556,17,0
1.17,10,0,0.9167,0,1
2.23,6,2,0.7,7,1
4.82,14,3,0.7895,59,0
9.56,1,3,0.3333,24,0
4.21,11,3,0.75,16,0
8.36,1,2,0.4,11,0
4.51,13,0,0.9333,36,0
6.81,0,3,0.2,15,0
3.27,6,5,0.5385,7,1
9.31,2,5,0.3333,21,0
3.33,11,0,0.9231,43,0
6.43,9,5,0.625,12,1
3.45,7,0,0.8889,1,1
4.22,11,0,0.9231,31,0
4.14,8,3,0.6923,60,1
1.51,12,2,0.8125,5,1
3.81,8,2,0.75,5,1
2.69,13,2,0.8235,23,0
1.72,10,0,0.9167,7,1
6.99,0,1,0.3333,20,0
4.08,9,1,0.8333,18,1
2.33,15,1,0.8889,48,0
9.51,3,3,0.5,12,1
5.36,3,1,0.6667,30,0
7.17,6,3,0.6364,6,1
3.79,8,1,0.8182,23,1
2.89,15,2,0.8421,49,1
1.29,12,1,0.8667,0,1
1.71,6,0,0.875,31,0
4.37,10,0,0.9167,58,0
4.33,9,3,0.7143,43,0
1.01,5,2,0.6667,6,1
3.95,6,0,0.875,1,1
5.81,2,1,0.6,21,0
3.75,15,0,0.9412,5,1
2.68,9,2,0.7692,31,0
2.42,14,0,0.9375,4,1
5.14,4,3,0.5556,12,0
2.43,14,0,0.9375,38,0
3.4,10,2,0.7857,0,1
6.38,5,5,0.5,15,0
4.95,8,1,0.8182,45,1
1.24,15,0,0.9412,5,0
2.72,8,4,0.6429,12,0
6.33,7,4,0.6154,16,0
1.21,15,0,0.9412,4,1
1.55,9,2,0.7692,18,0
4.77,9,2,0.7692,4,0
6.65,1,5,0.25,14,0
2.91,7,0,0.8889,6,0
